Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF
Jalen Rose,TOR,81.0,33.5,6.5,14.3,0.455,1.3,0.394,5.2,0.473,0.501,4.1,4.8,0.854,0.5,2.9,3.4,2.6,0.8,0.1,2.2,18.5,2004-05,0.56,0.18
Yao Ming,HOU,80.0,30.6,6.7,12.2,0.552,0.0,,6.7,0.552,0.552,4.9,6.2,0.783,2.6,5.8,8.4,0.8,0.4,2.0,2.5,18.3,2004-05,0.61,0.26
Carlos Boozer,UTA,51.0,34.7,7.1,13.6,0.521,0.0,0.0,7.1,0.522,0.521,3.7,5.3,0.698,2.8,6.2,9.0,2.8,0.8,0.5,2.7,17.8,2004-05,0.56,0.39
Pau Gasol,MEM,56.0,32.0,6.4,12.4,0.514,0.0,0.167,6.4,0.517,0.514,5.0,6.6,0.768,2.3,5.0,7.3,2.4,0.7,1.7,2.4,17.8,2004-05,0.58,0.36
Jamal Crawford,NYK,70.0,38.4,6.2,15.7,0.398,2.6,0.361,3.6,0.431,0.483,2.6,3.1,0.843,0.5,2.4,2.9,4.3,1.3,0.3,2.1,17.7,2004-05,0.52,0.21
Al Harrington,ATL,66.0,38.6,6.9,14.9,0.459,0.2,0.216,6.6,0.479,0.468,3.6,5.3,0.672,2.2,4.8,7.0,3.2,1.3,0.2,3.1,17.5,2004-05,0.51,0.25
Cuttino Mobley,2TM,66.0,36.2,6.2,14.1,0.438,2.3,0.439,3.9,0.437,0.518,2.5,3.1,0.82,0.7,2.8,3.5,2.8,1.1,0.5,2.0,17.2,2004-05,0.56,0.22
Desmond Mason,MIL,80.0,36.2,6.0,13.5,0.443,0.0,0.125,6.0,0.445,0.443,5.3,6.6,0.802,1.1,2.8,3.9,2.7,0.7,0.3,2.1,17.2,2004-05,0.52,0.17
Joe Johnson,PHO,82.0,39.5,6.6,14.4,0.461,2.2,0.478,4.5,0.454,0.536,1.6,2.2,0.75,1.5,3.7,5.1,3.5,1.0,0.3,1.8,17.1,2004-05,0.56,0.2
Zydrunas Ilgauskas,CLE,78.0,33.5,5.9,12.6,0.468,0.0,0.286,5.8,0.469,0.469,5.2,6.4,0.799,3.8,4.8,8.6,1.3,0.7,2.1,2.4,16.9,2004-05,0.55,0.25
Shareef Abdur-Rahim,POR,54.0,34.6,6.2,12.4,0.503,0.3,0.385,6.0,0.51,0.514,4.1,4.7,0.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,16.8,2004-05,0.58,0.34
Chris Bosh,TOR,81.0,37.2,5.8,12.4,0.471,0.0,0.3,5.8,0.472,0.472,5.1,6.7,0.76,2.4,6.5,8.9,1.9,0.9,1.4,2.3,16.8,2004-05,0.55,0.24
Tony Parker,SAS,80.0,34.2,6.7,14.0,0.482,0.5,0.276,6.2,0.516,0.501,2.6,4.0,0.65,0.6,3.1,3.7,6.1,1.2,0.1,2.7,16.6,2004-05,0.53,0.2
Chauncey Billups,DET,80.0,35.8,5.1,11.4,0.442,2.1,0.426,3.0,0.454,0.533,4.3,4.8,0.898,0.6,2.8,3.4,5.8,1.0,0.1,2.3,16.5,2004-05,0.61,0.22
Bobby Simmons,LAC,75.0,37.3,6.3,13.6,0.466,0.7,0.435,5.7,0.47,0.491,3.1,3.6,0.846,1.7,4.2,5.9,2.7,1.4,0.2,1.8,16.4,2004-05,0.54,0.23
Eddy Curry,CHI,63.0,28.7,6.2,11.6,0.538,0.0,,6.2,0.538,0.538,3.6,5.0,0.72,1.8,3.5,5.4,0.6,0.3,0.9,2.6,16.1,2004-05,0.58,0.22
Ricky Davis,BOS,82.0,32.9,5.9,12.7,0.462,0.7,0.339,5.1,0.488,0.491,3.5,4.3,0.815,0.8,2.2,3.0,3.0,1.1,0.3,2.5,16.0,2004-05,0.55,0.16
Manu Ginóbili,SAS,74.0,29.6,5.0,10.5,0.471,1.3,0.376,3.6,0.517,0.533,4.8,6.0,0.803,1.0,3.4,4.4,3.9,1.6,0.4,2.3,16.0,2004-05,0.61,0.23
Damon Stoudamire,POR,81.0,34.1,5.6,14.4,0.392,2.2,0.369,3.4,0.409,0.47,2.2,2.5,0.915,0.7,3.1,3.8,5.7,1.1,0.0,2.0,15.8,2004-05,0.51,0.19
Michael Finley,DAL,64.0,36.8,6.0,14.2,0.427,1.8,0.407,4.2,0.436,0.491,1.8,2.1,0.831,0.7,3.4,4.1,2.6,0.8,0.3,0.9,15.7,2004-05,0.52,0.22
Kirk Hinrich,CHI,77.0,36.4,5.8,14.6,0.397,1.9,0.355,3.9,0.42,0.461,2.2,2.8,0.792,0.4,3.5,3.9,6.4,1.6,0.3,2.3,15.7,2004-05,0.5,0.21
Andrei Kirilenko,UTA,41.0,32.9,5.0,10.2,0.493,0.6,0.299,4.5,0.536,0.52,5.0,6.3,0.784,2.2,4.0,6.2,3.2,1.6,3.3,2.2,15.6,2004-05,0.6,0.52
Brad Miller,SAC,56.0,37.3,5.7,10.9,0.524,0.1,0.263,5.6,0.532,0.528,4.2,5.1,0.812,2.5,6.8,9.3,3.9,1.2,1.2,1.5,15.6,2004-05,0.59,0.42
Caron Butler,LAL,77.0,35.7,5.7,12.9,0.445,0.5,0.304,5.2,0.465,0.464,3.6,4.1,0.862,1.9,3.9,5.8,1.9,1.4,0.3,1.6,15.5,2004-05,0.53,0.2
Kenyon Martin,DEN,70.0,32.5,6.3,13.0,0.49,0.0,0.0,6.3,0.496,0.49,2.8,4.4,0.646,2.1,5.2,7.3,2.4,1.4,1.1,2.1,15.5,2004-05,0.52,0.25
Steve Nash,PHO,75.0,34.3,5.7,11.4,0.502,1.3,0.431,4.5,0.526,0.557,2.8,3.2,0.887,0.8,2.6,3.3,11.5,1.0,0.1,3.3,15.5,2004-05,0.61,0.29
Wally Szczerbiak,MIN,81.0,31.6,5.7,11.3,0.506,0.8,0.373,5.0,0.536,0.54,3.2,3.8,0.855,1.0,2.7,3.7,2.4,0.5,0.2,1.6,15.5,2004-05,0.6,0.18
Troy Murphy,GSW,70.0,33.9,5.6,13.5,0.414,0.8,0.399,4.8,0.417,0.445,3.3,4.6,0.73,3.6,7.2,10.8,1.4,0.8,0.5,1.5,15.4,2004-05,0.5,0.26
Jamaal Tinsley,IND,40.0,32.5,5.5,13.1,0.418,1.5,0.372,4.0,0.437,0.473,3.1,4.1,0.744,0.7,3.4,4.0,6.4,2.0,0.3,3.4,15.4,2004-05,0.52,0.4
Lamar Odom,LAL,64.0,36.3,5.7,12.1,0.473,0.6,0.308,5.2,0.502,0.496,3.2,4.7,0.695,2.1,8.1,10.2,3.7,0.7,1.0,2.5,15.2,2004-05,0.54,0.32
Ben Gordon,CHI,82.0,24.4,5.3,12.9,0.411,1.6,0.405,3.7,0.414,0.474,2.8,3.3,0.863,0.7,2.0,2.6,2.0,0.6,0.1,2.3,15.1,2004-05,0.53,0.12
Emeka Okafor,CHA,73.0,35.6,6.1,13.7,0.447,0.0,0.0,6.1,0.447,0.447,2.9,4.7,0.609,3.8,7.1,10.9,0.9,0.8,1.7,1.7,15.1,2004-05,0.48,0.25
Quentin Richardson,PHO,79.0,35.9,5.2,13.2,0.389,2.9,0.358,2.3,0.437,0.498,1.7,2.3,0.739,1.2,4.9,6.1,2.0,1.2,0.3,1.3,14.9,2004-05,0.52,0.18
Jerry Stackhouse,DAL,56.0,28.9,4.9,11.8,0.414,0.6,0.267,4.3,0.446,0.438,4.5,5.3,0.849,0.7,2.6,3.3,2.3,0.9,0.2,1.9,14.9,2004-05,0.53,0.21
Reggie Miller,IND,66.0,31.9,4.8,10.9,0.437,1.5,0.322,3.3,0.518,0.503,3.8,4.1,0.933,0.3,2.1,2.4,2.2,0.8,0.1,1.2,14.8,2004-05,0.58,0.19
Tayshaun Prince,DET,82.0,37.1,5.7,11.7,0.487,0.6,0.341,5.1,0.512,0.511,2.7,3.3,0.807,1.6,3.7,5.3,3.0,0.7,0.9,1.6,14.7,2004-05,0.56,0.2
Rasheed Wallace,DET,79.0,34.0,5.9,13.4,0.44,0.9,0.318,5.0,0.475,0.475,1.7,2.5,0.697,2.2,5.9,8.2,1.8,0.8,1.5,1.6,14.5,2004-05,0.5,0.21
Drew Gooden,CLE,82.0,30.8,5.7,11.5,0.492,0.1,0.179,5.6,0.502,0.495,3.1,3.8,0.81,2.5,6.7,9.2,1.6,0.9,0.9,1.6,14.4,2004-05,0.55,0.23
Jason Kidd,NJN,66.0,36.9,5.2,13.0,0.398,2.0,0.36,3.2,0.425,0.473,2.2,2.9,0.74,1.4,6.0,7.4,8.3,1.9,0.1,2.5,14.4,2004-05,0.5,0.32
Rafer Alston,TOR,80.0,34.0,5.0,12.2,0.414,1.7,0.357,3.3,0.451,0.485,2.4,3.2,0.74,0.5,3.0,3.5,6.4,1.5,0.1,2.1,14.2,2004-05,0.52,0.2
Lee Nailon,NOH,68.0,29.7,6.1,12.8,0.478,0.0,0.0,6.1,0.479,0.478,2.0,2.4,0.806,1.9,2.5,4.4,1.6,0.5,0.2,1.6,14.2,2004-05,0.51,0.18
Matt Harpring,UTA,78.0,33.1,5.4,11.0,0.489,0.1,0.209,5.2,0.504,0.494,3.1,4.0,0.778,2.5,3.6,6.2,1.8,0.9,0.2,1.7,14.0,2004-05,0.55,0.19
Hedo Türkoğlu,ORL,67.0,26.2,4.9,11.7,0.419,1.4,0.38,3.5,0.438,0.479,2.8,3.4,0.836,0.9,2.6,3.5,2.3,0.6,0.3,1.8,14.0,2004-05,0.53,0.17
Chucky Atkins,LAL,82.0,35.4,4.7,11.1,0.426,2.1,0.387,2.6,0.466,0.523,2.0,2.5,0.803,0.4,2.0,2.4,4.4,0.9,0.0,1.8,13.6,2004-05,0.56,0.15
Andre Miller,DEN,82.0,34.8,5.2,10.9,0.477,0.1,0.154,5.1,0.492,0.48,3.1,3.7,0.838,1.2,2.9,4.1,6.9,1.5,0.1,2.7,13.6,2004-05,0.54,0.21
Sam Cassell,MIN,59.0,25.8,5.4,11.6,0.464,0.5,0.262,4.9,0.5,0.484,2.3,2.6,0.865,0.4,2.2,2.7,5.1,0.6,0.2,1.8,13.5,2004-05,0.53,0.23
Ndudi Ebi,MIN,2.0,27.0,5.5,10.5,0.524,0.0,0.0,5.5,0.55,0.524,2.5,4.5,0.556,3.0,5.0,8.0,0.5,0.5,0.5,1.5,13.5,2004-05,0.54,7.25
Mike Dunleavy,GSW,79.0,32.5,5.2,11.5,0.451,1.4,0.388,3.8,0.479,0.51,1.7,2.2,0.779,1.2,4.3,5.5,2.6,1.0,0.3,1.7,13.4,2004-05,0.54,0.18
Mike Miller,MEM,76.0,30.0,5.1,10.1,0.505,1.8,0.433,3.3,0.558,0.597,1.4,2.0,0.72,0.5,3.5,3.9,2.9,0.7,0.3,1.7,13.4,2004-05,0.61,0.18
Primož Brezec,CHA,72.0,31.6,5.4,10.5,0.512,0.0,,5.4,0.512,0.512,2.3,3.1,0.745,3.1,4.2,7.4,1.2,0.5,0.8,1.5,13.0,2004-05,0.55,0.22
Mehmet Okur,UTA,82.0,28.1,4.3,9.2,0.468,0.2,0.27,4.1,0.486,0.479,4.0,4.7,0.85,2.4,5.1,7.5,2.0,0.4,0.8,1.7,12.9,2004-05,0.57,0.2
Jeff McInnis,CLE,76.0,34.9,5.0,12.0,0.412,1.2,0.345,3.8,0.439,0.462,1.7,2.1,0.813,0.4,1.6,2.1,5.1,0.7,0.0,1.5,12.8,2004-05,0.5,0.16
Darius Miles,POR,63.0,27.0,5.3,11.1,0.482,0.1,0.348,5.2,0.487,0.488,2.0,3.4,0.6,1.1,3.6,4.7,2.0,1.2,1.2,2.5,12.8,2004-05,0.51,0.19
Latrell Sprewell,MIN,80.0,30.6,5.0,12.0,0.414,0.9,0.327,4.1,0.439,0.45,2.0,2.4,0.83,0.8,2.4,3.2,2.2,0.7,0.3,1.6,12.8,2004-05,0.49,0.13
Eddie Jones,MIA,80.0,35.5,4.4,10.3,0.428,1.8,0.372,2.6,0.477,0.515,2.2,2.7,0.806,0.5,4.6,5.1,2.7,1.1,0.5,1.2,12.7,2004-05,0.55,0.18
Josh Howard,DAL,76.0,32.2,5.0,10.4,0.475,0.4,0.296,4.5,0.506,0.497,2.2,3.1,0.733,2.2,4.1,6.4,1.4,1.5,0.6,1.6,12.6,2004-05,0.54,0.19
Dan Dickau,2TM,71.0,29.4,4.3,10.6,0.405,1.2,0.347,3.1,0.432,0.461,2.7,3.2,0.833,0.5,2.1,2.5,4.9,1.1,0.1,2.0,12.5,2004-05,0.52,0.17
Morris Peterson,TOR,82.0,30.6,4.3,10.3,0.42,1.6,0.385,2.8,0.442,0.496,2.3,2.8,0.832,0.9,3.3,4.1,2.1,1.1,0.2,1.1,12.5,2004-05,0.54,0.15
Kenny Thomas,2TM,73.0,29.7,5.0,10.7,0.47,0.0,0.2,5.0,0.472,0.471,2.4,3.1,0.762,2.5,4.8,7.3,2.1,0.9,0.2,1.8,12.4,2004-05,0.51,0.2
Earl Boykins,DEN,82.0,26.4,4.1,10.0,0.413,0.7,0.337,3.5,0.432,0.447,3.4,3.7,0.921,0.5,1.3,1.7,4.5,1.0,0.1,1.5,12.4,2004-05,0.53,0.15
Jason Terry,DAL,80.0,30.0,4.7,9.3,0.501,1.3,0.42,3.4,0.54,0.57,1.8,2.2,0.844,0.5,1.9,2.4,5.4,1.4,0.2,1.8,12.4,2004-05,0.6,0.19
Raja Bell,UTA,63.0,28.4,4.8,10.6,0.454,0.9,0.403,4.0,0.467,0.495,1.8,2.4,0.747,0.8,2.4,3.2,1.4,0.7,0.1,1.3,12.3,2004-05,0.53,0.16
Dwight Howard,ORL,82.0,32.6,4.3,8.3,0.52,0.0,0.0,4.3,0.521,0.52,3.4,5.0,0.671,3.5,6.5,10.0,0.9,0.9,1.7,2.0,12.0,2004-05,0.57,0.22
Bobby Jackson,SAC,25.0,21.4,4.4,10.2,0.427,1.3,0.344,3.0,0.478,0.492,2.0,2.3,0.862,0.9,2.5,3.4,2.4,0.6,0.1,1.1,12.0,2004-05,0.54,0.45
Marc Jackson,PHI,81.0,24.4,4.2,9.0,0.465,0.0,0.0,4.2,0.466,0.465,3.6,4.3,0.828,2.3,2.7,5.0,1.0,0.4,0.2,1.6,12.0,2004-05,0.55,0.14
Tim Thomas,NYK,71.0,27.3,4.4,10.1,0.439,1.2,0.409,3.2,0.451,0.498,1.9,2.4,0.786,0.6,2.7,3.3,1.5,0.6,0.2,1.6,12.0,2004-05,0.54,0.14
David Wesley,2TM,80.0,34.7,4.2,10.5,0.398,1.5,0.375,2.7,0.411,0.468,2.0,2.4,0.857,0.5,2.4,2.9,3.3,1.2,0.1,1.4,11.9,2004-05,0.51,0.14
Tony Delk,ATL,56.0,23.9,4.4,10.6,0.416,1.3,0.356,3.1,0.447,0.477,1.8,2.4,0.757,0.5,1.8,2.3,1.9,0.8,0.1,1.0,11.9,2004-05,0.51,0.16
Derek Fisher,GSW,74.0,30.0,4.0,10.2,0.393,1.5,0.371,2.6,0.407,0.465,2.4,2.7,0.862,0.5,2.4,2.9,4.1,1.0,0.1,1.7,11.9,2004-05,0.52,0.16
Allan Houston,NYK,20.0,26.6,4.3,10.3,0.415,1.6,0.388,2.7,0.432,0.49,1.8,2.2,0.837,0.2,1.0,1.2,2.1,0.4,0.1,1.1,11.9,2004-05,0.53,0.41
Mike James,2TM,74.0,25.1,4.5,10.1,0.441,1.4,0.386,3.1,0.47,0.507,1.5,2.0,0.752,0.5,2.3,2.8,3.6,0.9,0.1,1.4,11.8,2004-05,0.54,0.16
Vladimir Radmanović,SEA,63.0,29.5,4.2,10.3,0.409,2.0,0.389,2.2,0.43,0.508,1.3,1.6,0.786,0.8,3.8,4.6,1.4,0.9,0.5,1.3,11.8,2004-05,0.54,0.18
Luol Deng,CHI,61.0,27.3,4.6,10.6,0.434,0.5,0.265,4.1,0.472,0.458,2.0,2.7,0.741,1.5,3.8,5.3,2.2,0.8,0.4,1.9,11.7,2004-05,0.5,0.19
Jamaal Magloire,NOH,23.0,30.6,4.3,9.9,0.432,0.0,,4.3,0.432,0.432,3.2,5.3,0.602,3.4,5.5,8.9,1.3,0.3,1.0,2.6,11.7,2004-05,0.48,0.56
Damon Jones,MIA,82.0,31.4,4.0,8.9,0.456,2.7,0.432,1.3,0.517,0.611,0.8,1.0,0.791,0.2,2.6,2.8,4.3,0.5,0.1,1.2,11.6,2004-05,0.62,0.16
Ruben Patterson,POR,70.0,28.0,4.6,8.6,0.531,0.0,0.08,4.5,0.55,0.532,2.4,4.0,0.599,1.8,2.1,3.9,2.0,1.5,0.3,2.0,11.6,2004-05,0.56,0.17
Speedy Claxton,2TM,62.0,30.1,4.1,9.9,0.421,0.2,0.18,4.0,0.447,0.43,3.0,4.1,0.736,0.6,2.4,3.0,6.0,1.8,0.1,1.9,11.5,2004-05,0.49,0.22
Kyle Korver,PHI,82.0,32.5,3.9,9.3,0.418,2.8,0.405,1.1,0.453,0.567,1.0,1.2,0.854,0.5,4.1,4.6,2.2,1.3,0.4,1.3,11.5,2004-05,0.59,0.16
Donyell Marshall,TOR,65.0,25.3,4.0,9.1,0.443,2.3,0.416,1.7,0.485,0.57,1.1,1.4,0.791,1.5,5.1,6.6,1.2,0.9,0.7,0.6,11.5,2004-05,0.59,0.23
Kurt Thomas,NYK,80.0,35.7,5.3,11.3,0.471,0.0,0.5,5.3,0.47,0.472,0.8,1.1,0.786,2.1,8.3,10.4,2.0,0.9,1.0,1.2,11.5,2004-05,0.49,0.23
Gary Payton,BOS,77.0,33.0,4.4,9.4,0.468,0.5,0.326,3.9,0.498,0.497,2.0,2.6,0.761,0.6,2.4,3.1,6.1,1.1,0.2,1.9,11.3,2004-05,0.54,0.19
Tyronn Lue,2TM,70.0,28.7,4.2,9.3,0.451,0.8,0.355,3.4,0.481,0.493,2.0,2.4,0.861,0.2,1.9,2.1,4.6,0.5,0.0,1.5,11.2,2004-05,0.54,0.16
Keith Van Horn,2TM,62.0,24.2,4.1,9.1,0.456,0.9,0.38,3.3,0.481,0.504,2.1,2.5,0.815,1.4,3.3,4.7,1.2,0.6,0.3,1.3,11.2,2004-05,0.55,0.18
Antonio Daniels,SEA,75.0,27.0,3.6,8.3,0.438,0.7,0.297,3.0,0.489,0.478,3.3,4.1,0.816,0.3,2.0,2.3,4.1,0.7,0.0,1.0,11.2,2004-05,0.55,0.16
Raef LaFrentz,BOS,80.0,27.5,4.3,8.6,0.496,1.0,0.364,3.2,0.559,0.555,1.5,1.9,0.811,1.9,5.0,6.9,1.2,0.5,1.2,0.9,11.1,2004-05,0.59,0.19
Nick Van Exel,POR,53.0,30.5,4.0,10.6,0.381,1.9,0.389,2.2,0.375,0.471,1.1,1.4,0.784,0.4,2.7,3.0,4.3,0.8,0.0,1.7,11.1,2004-05,0.49,0.2
Gerald Wallace,CHA,70.0,30.7,4.1,9.1,0.449,0.2,0.274,3.8,0.468,0.462,2.7,4.1,0.661,1.7,3.8,5.5,2.0,1.7,1.3,2.3,11.1,2004-05,0.51,0.18
Joe Smith,MIL,74.0,30.6,4.3,8.4,0.514,0.0,0.0,4.3,0.515,0.514,2.4,3.1,0.768,2.4,4.9,7.3,0.9,0.6,0.5,1.1,11.0,2004-05,0.56,0.19
Udonis Haslem,MIA,80.0,33.4,4.3,8.0,0.54,0.0,0.0,4.3,0.543,0.54,2.2,2.8,0.791,3.0,6.1,9.1,1.4,0.8,0.5,1.4,10.9,2004-05,0.59,0.21
