Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank,Nominated
Boban Marjanović,DET,35.0,8.4,2.1,3.8,0.545,0.0,,2.1,0.545,0.545,1.3,1.7,0.81,1.3,2.4,3.7,0.3,0.2,0.3,0.3,5.5,2016-17,0.6,0.22,,0
Terry Rozier,BOS,74.0,17.1,2.0,5.6,0.367,0.8,0.318,1.3,0.405,0.437,0.7,0.9,0.773,0.5,2.5,3.1,1.8,0.6,0.1,0.6,5.5,2016-17,0.46,0.09,,0
Paul Zipser,CHI,44.0,19.2,2.0,5.0,0.398,0.8,0.333,1.3,0.451,0.473,0.7,0.9,0.775,0.3,2.5,2.8,0.8,0.3,0.4,0.9,5.5,2016-17,0.51,0.13,,0
Joffrey Lauvergne,2TM,70.0,14.0,2.1,4.8,0.44,0.5,0.337,1.6,0.483,0.49,0.7,1.0,0.63,1.0,2.6,3.6,1.0,0.4,0.1,0.8,5.4,2016-17,0.52,0.1,,0
Malcolm Delaney,ATL,73.0,17.1,2.0,5.3,0.374,0.4,0.236,1.6,0.428,0.407,1.0,1.3,0.806,0.1,1.5,1.7,2.6,0.5,0.0,1.3,5.4,2016-17,0.46,0.07,,0
Meyers Leonard,POR,74.0,16.5,2.0,5.1,0.386,1.0,0.347,1.0,0.436,0.484,0.5,0.5,0.875,0.4,2.8,3.2,1.0,0.2,0.4,0.5,5.4,2016-17,0.51,0.09,,0
Alexis Ajinça,NOP,39.0,15.0,2.3,4.6,0.5,0.0,0.0,2.3,0.511,0.5,0.7,1.0,0.725,1.2,3.4,4.5,0.3,0.5,0.6,0.8,5.3,2016-17,0.53,0.2,,0
Derrick Jones Jr.,PHO,32.0,17.0,2.1,3.8,0.562,0.1,0.273,2.0,0.591,0.574,0.9,1.3,0.707,1.2,1.3,2.5,0.4,0.4,0.4,0.4,5.3,2016-17,0.61,0.2,,0
Chasson Randle,2TM,26.0,11.5,1.5,3.8,0.408,0.6,0.34,0.9,0.471,0.49,1.6,1.7,0.953,0.2,1.0,1.2,1.3,0.3,0.1,0.7,5.3,2016-17,0.58,0.2,,0
Willie Reed,MIA,71.0,14.5,2.3,4.0,0.568,0.0,0.25,2.3,0.573,0.57,0.7,1.2,0.557,1.8,2.9,4.7,0.4,0.3,0.7,0.4,5.3,2016-17,0.59,0.12,,0
Omri Casspi,3TM,36.0,17.9,2.1,4.6,0.47,0.4,0.349,1.7,0.512,0.515,0.5,0.8,0.586,0.8,2.4,3.1,1.0,0.6,0.1,0.8,5.2,2016-17,0.53,0.18,,0
Omri Casspi,SAC,22.0,18.0,2.4,5.3,0.453,0.5,0.379,1.9,0.477,0.5,0.5,1.0,0.571,0.9,3.2,4.1,1.2,0.5,0.0,0.8,5.9,2016-17,0.51,0.34,,0
Omri Casspi,NOP,1.0,24.0,5.0,9.0,0.556,2.0,0.5,3.0,0.6,0.667,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,12.0,2016-17,0.67,8.0,,0
Omri Casspi,MIN,13.0,17.1,1.5,2.9,0.5,0.2,0.2,1.3,0.607,0.526,0.4,0.6,0.625,0.5,1.1,1.5,0.8,1.0,0.2,0.8,3.5,2016-17,0.55,0.35,,0
Mike Dunleavy,2TM,53.0,15.9,1.8,4.2,0.423,1.0,0.396,0.8,0.465,0.543,0.7,0.8,0.8,0.3,1.8,2.2,0.9,0.3,0.1,0.5,5.2,2016-17,0.57,0.11,,0
Cameron Payne,2TM,31.0,14.9,2.1,6.2,0.332,0.9,0.314,1.2,0.346,0.402,0.2,0.3,0.625,0.1,1.5,1.5,1.8,0.5,0.1,0.9,5.2,2016-17,0.41,0.13,,0
Randy Foye,BRK,69.0,18.6,1.7,4.7,0.363,1.0,0.33,0.7,0.418,0.466,0.8,0.9,0.857,0.1,2.1,2.2,2.0,0.5,0.1,1.2,5.2,2016-17,0.51,0.08,,0
Hollis Thompson,2TM,40.0,18.8,1.9,5.0,0.385,0.8,0.337,1.1,0.429,0.465,0.5,0.7,0.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,5.1,2016-17,0.48,0.15,,0
Wayne Selden,2TM,14.0,16.9,1.8,4.1,0.431,0.5,0.25,1.3,0.6,0.491,1.0,1.6,0.636,0.1,1.1,1.1,0.9,0.4,0.1,0.9,5.1,2016-17,0.53,0.27,,0
Dewayne Dedmon,SAS,76.0,17.5,2.1,3.4,0.622,0.0,,2.1,0.622,0.622,0.9,1.2,0.699,1.7,4.8,6.5,0.6,0.5,0.8,0.8,5.1,2016-17,0.65,0.15,,0
Cheick Diallo,NOP,17.0,11.7,2.1,4.5,0.474,0.0,,2.1,0.474,0.474,0.9,1.2,0.714,1.4,2.9,4.3,0.2,0.2,0.4,0.4,5.1,2016-17,0.51,0.42,,0
Shaun Livingston,GSW,76.0,17.7,2.3,4.2,0.547,0.0,0.333,2.3,0.55,0.549,0.6,0.8,0.7,0.4,1.6,2.0,1.8,0.5,0.3,0.8,5.1,2016-17,0.56,0.09,,0
Luis Scola,BRK,36.0,12.8,2.0,4.2,0.47,0.5,0.34,1.5,0.535,0.526,0.7,1.0,0.676,1.4,2.4,3.9,1.0,0.4,0.1,0.9,5.1,2016-17,0.55,0.2,,0
Denzel Valentine,CHI,57.0,17.1,1.8,5.1,0.354,1.3,0.351,0.5,0.363,0.481,0.2,0.3,0.778,0.2,2.5,2.6,1.1,0.5,0.1,0.9,5.1,2016-17,0.49,0.09,,0
Anthony Bennett,BRK,23.0,11.5,1.7,4.0,0.413,0.6,0.271,1.1,0.568,0.484,1.1,1.6,0.722,1.1,2.3,3.4,0.5,0.2,0.1,0.5,5.0,2016-17,0.53,0.26,,0
Aaron Brooks,IND,65.0,13.8,1.9,4.6,0.403,0.7,0.375,1.1,0.424,0.483,0.5,0.6,0.8,0.3,0.8,1.1,1.9,0.4,0.1,1.0,5.0,2016-17,0.51,0.07,,0
Trey Burke,WAS,57.0,12.3,2.0,4.5,0.455,0.5,0.443,1.5,0.459,0.516,0.4,0.5,0.759,0.1,0.7,0.8,1.8,0.2,0.1,0.8,5.0,2016-17,0.53,0.08,,0
Joakim Noah,NYK,46.0,22.1,2.2,4.4,0.49,0.0,0.0,2.2,0.493,0.49,0.7,1.7,0.436,3.5,5.2,8.8,2.2,0.7,0.8,1.3,5.0,2016-17,0.49,0.28,,0
Thomas Robinson,LAL,48.0,11.7,2.2,4.1,0.536,0.0,0.0,2.2,0.538,0.536,0.6,1.4,0.47,1.8,2.9,4.6,0.6,0.5,0.2,1.0,5.0,2016-17,0.53,0.15,,0
Aron Baynes,DET,75.0,15.5,1.9,3.7,0.513,0.0,,1.9,0.513,0.513,1.1,1.3,0.84,1.5,3.0,4.4,0.4,0.2,0.5,0.7,4.9,2016-17,0.57,0.1,,0
Toney Douglas,MEM,24.0,16.4,1.8,4.9,0.368,0.3,0.167,1.5,0.48,0.397,1.0,1.2,0.828,0.5,2.0,2.5,2.3,0.8,0.2,0.9,4.9,2016-17,0.45,0.27,,0
Juancho Hernangómez,DEN,62.0,13.6,1.6,3.6,0.451,0.7,0.407,0.9,0.495,0.554,0.9,1.2,0.75,0.7,2.3,3.0,0.5,0.5,0.2,0.5,4.9,2016-17,0.59,0.1,,0
Mario Hezonja,ORL,65.0,14.8,1.8,5.1,0.355,0.7,0.299,1.1,0.398,0.42,0.6,0.8,0.8,0.3,1.9,2.2,1.0,0.5,0.2,0.9,4.9,2016-17,0.45,0.07,,0
Josh McRoberts,MIA,22.0,17.3,2.0,5.4,0.373,0.6,0.419,1.4,0.356,0.428,0.3,0.4,0.667,1.0,2.3,3.4,2.3,0.5,0.2,1.0,4.9,2016-17,0.44,0.31,,0
Tiago Splitter,PHI,8.0,9.5,1.8,3.9,0.452,0.3,0.333,1.5,0.48,0.484,1.1,1.4,0.818,1.0,1.8,2.8,0.5,0.1,0.1,0.8,4.9,2016-17,0.54,0.65,,0
Luke Babbitt,MIA,68.0,15.7,1.7,4.1,0.402,1.3,0.414,0.4,0.366,0.557,0.2,0.2,0.733,0.2,1.9,2.1,0.5,0.3,0.2,0.4,4.8,2016-17,0.57,0.08,,0
Jarell Eddie,PHO,5.0,12.4,1.2,3.8,0.316,0.8,0.25,0.4,0.667,0.421,1.6,1.8,0.889,0.2,1.2,1.4,0.0,0.2,0.0,0.2,4.8,2016-17,0.52,0.68,,0
Cristiano Felício,CHI,66.0,15.8,1.9,3.3,0.579,0.0,,1.9,0.579,0.579,0.9,1.4,0.645,1.9,2.8,4.7,0.6,0.4,0.3,0.5,4.8,2016-17,0.61,0.13,,0
Kevin Séraphin,IND,49.0,11.4,2.2,4.0,0.551,0.0,0.0,2.2,0.556,0.551,0.3,0.4,0.636,0.8,2.1,2.9,0.5,0.1,0.4,0.6,4.7,2016-17,0.56,0.12,,0
Roy Hibbert,2TM,48.0,14.2,1.7,3.1,0.544,0.0,,1.7,0.544,0.544,1.3,1.6,0.813,1.1,2.0,3.2,0.4,0.2,1.0,0.7,4.6,2016-17,0.6,0.15,,0
Isaiah Canaan,CHI,39.0,15.2,1.6,4.4,0.364,0.6,0.266,1.0,0.481,0.436,0.8,0.8,0.909,0.2,1.1,1.3,0.9,0.6,0.0,0.5,4.6,2016-17,0.48,0.11,,0
Boris Diaw,UTA,73.0,17.6,2.0,4.5,0.446,0.3,0.247,1.7,0.512,0.477,0.4,0.5,0.743,0.6,1.5,2.2,2.3,0.2,0.1,1.2,4.6,2016-17,0.49,0.08,,0
Kris Humphries,ATL,56.0,12.3,1.6,3.8,0.407,0.3,0.352,1.2,0.425,0.451,1.1,1.5,0.78,1.1,2.6,3.7,0.5,0.3,0.4,0.5,4.6,2016-17,0.52,0.11,,0
David West,GSW,68.0,12.6,2.0,3.7,0.536,0.0,0.375,1.9,0.541,0.542,0.6,0.8,0.768,0.7,2.3,3.0,2.2,0.6,0.7,1.1,4.6,2016-17,0.57,0.12,,0
Corey Brewer,2TM,82.0,15.6,1.8,4.2,0.422,0.3,0.229,1.5,0.522,0.461,0.6,0.8,0.735,0.4,1.6,2.0,1.2,0.7,0.2,0.7,4.5,2016-17,0.49,0.06,,0
Dāvis Bertāns,SAS,67.0,12.1,1.5,3.5,0.44,1.0,0.399,0.5,0.557,0.588,0.4,0.5,0.824,0.3,1.1,1.5,0.7,0.3,0.4,0.5,4.5,2016-17,0.6,0.07,,0
Reggie Bullock,DET,31.0,15.1,1.7,4.1,0.422,0.9,0.384,0.8,0.473,0.531,0.2,0.2,0.714,0.4,1.6,2.1,0.9,0.6,0.1,0.3,4.5,2016-17,0.54,0.18,,0
C.J. Watson,ORL,62.0,16.3,1.5,4.0,0.387,0.5,0.305,1.0,0.448,0.452,0.9,1.1,0.864,0.3,1.2,1.4,1.8,0.7,0.0,0.8,4.5,2016-17,0.5,0.08,,0
Reggie Williams,NOP,6.0,13.2,1.3,3.8,0.348,0.8,0.455,0.5,0.25,0.457,1.0,1.2,0.857,0.3,0.7,1.0,0.7,0.5,0.0,0.0,4.5,2016-17,0.52,0.67,,0
Pierre Jackson,DAL,8.0,10.5,1.6,4.9,0.333,0.4,0.273,1.3,0.357,0.372,0.8,0.9,0.857,0.1,1.0,1.1,2.4,0.3,0.0,0.4,4.4,2016-17,0.42,0.55,,0
Stanley Johnson,DET,77.0,17.8,1.7,4.7,0.353,0.6,0.292,1.1,0.398,0.415,0.5,0.7,0.679,0.5,2.0,2.5,1.4,0.7,0.3,0.9,4.4,2016-17,0.44,0.07,,0
Jordan McRae,CLE,37.0,10.4,1.6,4.1,0.387,0.5,0.353,1.1,0.404,0.447,0.7,0.9,0.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,4.4,2016-17,0.49,0.09,,0
Donatas Motiejūnas,NOP,34.0,14.1,1.7,4.1,0.413,0.3,0.234,1.4,0.505,0.453,0.7,1.4,0.51,0.8,2.2,3.0,0.9,0.5,0.3,0.9,4.4,2016-17,0.47,0.15,,0
Lucas Nogueira,TOR,57.0,19.1,1.8,2.7,0.66,0.1,0.25,1.8,0.694,0.67,0.8,1.2,0.657,1.4,2.8,4.3,0.7,0.9,1.6,0.8,4.4,2016-17,0.68,0.17,,0
Jarrod Uthoff,DAL,9.0,12.8,1.8,4.2,0.421,0.3,0.333,1.4,0.448,0.461,0.6,0.8,0.714,0.9,1.6,2.4,1.0,0.2,0.4,0.3,4.4,2016-17,0.48,0.61,,0
Noah Vonleh,POR,74.0,17.1,1.8,3.6,0.481,0.1,0.35,1.7,0.492,0.494,0.8,1.3,0.638,1.8,3.5,5.2,0.4,0.4,0.4,0.9,4.4,2016-17,0.53,0.1,,0
Tyler Ennis,2TM,53.0,11.1,1.7,3.9,0.433,0.5,0.386,1.2,0.457,0.498,0.4,0.5,0.84,0.2,0.7,0.8,1.6,0.5,0.0,0.8,4.3,2016-17,0.52,0.08,,0
Ed Davis,POR,46.0,17.2,1.6,3.1,0.528,0.0,,1.6,0.528,0.528,1.1,1.8,0.617,2.1,3.2,5.3,0.6,0.3,0.5,0.8,4.3,2016-17,0.55,0.17,,0
Dorian Finney-Smith,DAL,81.0,20.3,1.5,4.1,0.372,0.7,0.293,0.8,0.479,0.456,0.6,0.8,0.754,0.7,2.1,2.7,0.8,0.6,0.3,0.6,4.3,2016-17,0.48,0.07,,0
K.J. McDaniels,2TM,49.0,10.3,1.6,3.4,0.456,0.4,0.303,1.2,0.553,0.515,0.7,0.8,0.842,0.3,1.4,1.7,0.3,0.4,0.4,0.6,4.2,2016-17,0.56,0.09,,0
Brandon Rush,MIN,47.0,21.9,1.5,4.0,0.374,0.9,0.386,0.6,0.356,0.492,0.3,0.4,0.722,0.3,1.8,2.1,1.0,0.5,0.5,0.6,4.2,2016-17,0.5,0.11,,0
Pascal Siakam,TOR,55.0,15.6,1.9,3.7,0.502,0.0,0.143,1.9,0.515,0.505,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,4.2,2016-17,0.53,0.12,,0
Ron Baker,NYK,52.0,16.5,1.6,4.2,0.378,0.4,0.267,1.1,0.45,0.431,0.5,0.8,0.651,0.2,1.7,1.9,2.1,0.7,0.2,1.1,4.1,2016-17,0.45,0.1,,0
Shabazz Napier,POR,53.0,9.7,1.4,3.5,0.399,0.6,0.37,0.7,0.429,0.492,0.7,0.9,0.776,0.2,1.0,1.2,1.3,0.6,0.0,0.8,4.1,2016-17,0.53,0.08,,0
Jason Terry,MIL,74.0,18.4,1.4,3.3,0.432,1.0,0.427,0.4,0.444,0.582,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,4.1,2016-17,0.59,0.07,,0
Edy Tavares,2TM,2.0,14.0,2.0,2.5,0.8,0.0,,2.0,0.8,0.8,0.0,1.5,0.0,2.0,3.5,5.5,0.5,0.0,3.0,1.0,4.0,2016-17,0.63,5.0,,0
Kay Felder,CLE,42.0,9.2,1.5,3.8,0.392,0.2,0.318,1.3,0.404,0.415,0.8,1.2,0.714,0.1,0.9,1.0,1.4,0.4,0.2,0.7,4.0,2016-17,0.46,0.09,,0
Justin Harper,PHI,3.0,10.3,1.7,4.0,0.417,0.7,0.286,1.0,0.6,0.5,0.0,0.0,,0.7,1.0,1.7,0.7,0.0,0.0,1.3,4.0,2016-17,0.5,0.93,,0
Thon Maker,MIL,57.0,9.9,1.5,3.2,0.459,0.5,0.378,1.0,0.514,0.536,0.6,0.9,0.653,0.7,1.3,2.0,0.4,0.2,0.5,0.3,4.0,2016-17,0.56,0.08,,0
Patrick McCaw,GSW,71.0,15.1,1.5,3.5,0.433,0.6,0.333,0.9,0.533,0.516,0.4,0.5,0.784,0.3,1.1,1.4,1.1,0.5,0.2,0.5,4.0,2016-17,0.54,0.06,,0
Anthony Brown,2TM,11.0,14.5,1.6,4.5,0.36,0.6,0.259,1.0,0.478,0.43,0.0,0.0,,0.7,2.3,3.0,0.7,0.5,0.1,0.5,3.9,2016-17,0.43,0.44,,0
Jarell Martin,MEM,42.0,13.3,1.4,3.6,0.384,0.2,0.36,1.2,0.389,0.414,1.0,1.2,0.8,1.0,2.9,3.9,0.2,0.4,0.2,0.7,3.9,2016-17,0.47,0.13,,0
Malik Beasley,DEN,22.0,7.5,1.5,3.3,0.452,0.4,0.321,1.1,0.533,0.514,0.4,0.5,0.8,0.2,0.5,0.8,0.5,0.3,0.0,0.4,3.8,2016-17,0.54,0.14,,0
Kris Dunn,MIN,78.0,17.1,1.5,4.0,0.377,0.3,0.288,1.2,0.404,0.411,0.5,0.8,0.61,0.3,1.8,2.1,2.4,1.0,0.5,1.1,3.8,2016-17,0.44,0.08,,0
Jonas Jerebko,BOS,78.0,15.8,1.5,3.4,0.435,0.6,0.346,0.9,0.523,0.521,0.3,0.5,0.703,0.8,2.7,3.5,0.9,0.3,0.2,0.5,3.8,2016-17,0.52,0.08,,0
Malachi Richardson,SAC,22.0,9.0,1.3,3.1,0.412,0.4,0.286,0.9,0.5,0.471,0.7,0.9,0.789,0.1,0.9,1.0,0.5,0.2,0.0,0.4,3.6,2016-17,0.51,0.13,,0
Johnny O'Bryant,2TM,11.0,7.3,1.4,2.7,0.5,0.3,0.5,1.1,0.5,0.55,0.5,0.5,0.833,0.8,0.9,1.7,0.5,0.0,0.1,0.5,3.5,2016-17,0.6,0.36,,0
Tyus Jones,MIN,60.0,12.9,1.3,3.0,0.414,0.4,0.356,0.8,0.454,0.486,0.6,0.7,0.767,0.2,1.0,1.1,2.6,0.8,0.1,0.6,3.5,2016-17,0.53,0.1,,0
Adreian Payne,MIN,18.0,7.5,1.3,3.0,0.426,0.2,0.2,1.1,0.513,0.454,0.8,1.1,0.737,0.5,1.3,1.8,0.4,0.4,0.4,0.4,3.5,2016-17,0.5,0.23,,0
Brian Roberts,CHO,41.0,10.1,1.1,3.0,0.377,0.4,0.386,0.7,0.372,0.447,0.8,1.0,0.846,0.1,0.8,1.0,1.3,0.2,0.0,0.6,3.5,2016-17,0.51,0.08,,0
Rashad Vaughn,MIL,41.0,11.2,1.4,3.8,0.365,0.6,0.321,0.8,0.413,0.449,0.0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,3.5,2016-17,0.46,0.08,,0
Tyler Zeller,BOS,51.0,10.3,1.5,3.1,0.494,0.0,0.0,1.5,0.497,0.494,0.4,0.8,0.564,0.8,1.6,2.4,0.8,0.1,0.4,0.4,3.5,2016-17,0.51,0.09,,0
José Calderón,2TM,41.0,13.1,1.3,3.3,0.41,0.5,0.313,0.9,0.5,0.485,0.3,0.3,0.917,0.4,1.4,1.8,2.1,0.3,0.0,1.0,3.4,2016-17,0.5,0.11,,0
Kyle Anderson,SAS,72.0,14.2,1.3,2.9,0.445,0.2,0.375,1.1,0.462,0.481,0.6,0.8,0.789,0.5,2.4,2.9,1.3,0.7,0.4,0.5,3.4,2016-17,0.52,0.09,,0
Dragan Bender,PHO,43.0,13.3,1.3,3.7,0.354,0.7,0.277,0.7,0.483,0.441,0.1,0.3,0.364,0.5,1.9,2.4,0.5,0.2,0.5,0.7,3.4,2016-17,0.44,0.09,,0
Dejounte Murray,SAS,38.0,8.5,1.3,3.1,0.431,0.2,0.391,1.1,0.441,0.47,0.6,0.8,0.7,0.2,0.9,1.1,1.3,0.2,0.2,1.0,3.4,2016-17,0.49,0.08,,0
Jared Sullinger,TOR,11.0,10.7,1.4,4.3,0.319,0.3,0.167,1.1,0.414,0.351,0.4,0.7,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,3.4,2016-17,0.37,0.28,,0
Norris Cole,OKC,13.0,9.6,1.2,4.0,0.308,0.2,0.231,1.0,0.333,0.337,0.6,0.8,0.8,0.0,0.8,0.8,1.1,0.6,0.0,0.5,3.3,2016-17,0.38,0.18,,0
Darrun Hilliard,DET,39.0,9.8,1.2,3.2,0.373,0.3,0.261,0.9,0.438,0.421,0.5,0.7,0.75,0.1,0.8,0.8,0.8,0.3,0.1,0.7,3.3,2016-17,0.47,0.06,,0
Nicolás Laprovíttola,SAS,18.0,9.7,1.1,2.6,0.426,0.6,0.37,0.6,0.5,0.532,0.5,0.5,1.0,0.1,0.5,0.6,1.6,0.2,0.1,1.1,3.3,2016-17,0.59,0.18,,0
Gary Payton II,MIL,6.0,16.5,1.3,3.7,0.364,0.2,0.111,1.2,0.538,0.386,0.5,0.8,0.6,0.0,2.0,2.0,2.2,0.5,0.7,1.7,3.3,2016-17,0.41,0.72,,0
Wade Baldwin,MEM,33.0,12.3,1.1,3.5,0.313,0.1,0.136,1.0,0.355,0.326,0.9,1.1,0.838,0.3,1.1,1.4,1.8,0.5,0.2,1.2,3.2,2016-17,0.4,0.1,,0
Henry Ellenson,DET,19.0,7.7,1.2,3.4,0.359,0.5,0.286,0.7,0.448,0.438,0.2,0.4,0.5,0.4,1.7,2.2,0.4,0.1,0.1,0.7,3.2,2016-17,0.45,0.15,,0
Paul Pierce,LAC,25.0,11.1,1.1,2.8,0.4,0.6,0.349,0.5,0.481,0.507,0.4,0.5,0.769,0.0,1.9,1.9,0.4,0.2,0.2,0.6,3.2,2016-17,0.53,0.14,,0
Briante Weber,2TM,20.0,10.3,1.3,3.0,0.417,0.1,0.1,1.2,0.48,0.425,0.6,0.8,0.688,0.4,0.9,1.3,1.1,0.6,0.1,0.4,3.1,2016-17,0.46,0.19,,0
Maurice Ndour,NYK,32.0,10.3,1.2,2.7,0.453,0.0,0.143,1.2,0.481,0.459,0.6,0.8,0.731,0.7,1.3,2.0,0.3,0.5,0.3,0.4,3.1,2016-17,0.51,0.13,,0
Jakob Poeltl,TOR,54.0,11.6,1.2,2.1,0.583,0.0,,1.2,0.583,0.583,0.6,1.1,0.544,1.4,1.6,3.1,0.2,0.3,0.4,0.5,3.1,2016-17,0.6,0.1,,0
Jarrett Jack,NOP,2.0,16.5,1.0,1.5,0.667,0.0,0.0,1.0,1.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,2.5,1.0,0.0,1.5,3.0,2016-17,0.77,2.25,,0
Sheldon Mac,WAS,30.0,9.6,1.0,2.5,0.4,0.2,0.233,0.8,0.511,0.447,0.8,0.9,0.852,0.1,1.0,1.1,0.5,0.3,0.1,0.2,3.0,2016-17,0.52,0.11,,0
Sasha Vujačić,NYK,42.0,9.7,1.0,3.2,0.309,0.5,0.311,0.5,0.306,0.393,0.4,0.6,0.708,0.3,1.1,1.4,1.2,0.3,0.0,0.4,3.0,2016-17,0.43,0.07,,0
Andrew Bogut,2TM,27.0,21.6,1.4,3.0,0.469,0.0,0.0,1.4,0.475,0.469,0.1,0.4,0.273,2.1,6.0,8.1,1.8,0.5,0.9,1.6,2.9,2016-17,0.46,0.4,,0
Lavoy Allen,IND,61.0,14.3,1.3,2.8,0.458,0.0,0.0,1.3,0.461,0.458,0.4,0.5,0.697,1.7,1.9,3.6,0.9,0.3,0.4,0.5,2.9,2016-17,0.48,0.1,,0
Alan Anderson,LAC,30.0,10.3,1.0,2.7,0.375,0.5,0.318,0.5,0.444,0.463,0.4,0.5,0.75,0.1,0.7,0.8,0.4,0.1,0.0,0.2,2.9,2016-17,0.5,0.07,,0
Semaj Christon,OKC,64.0,15.2,1.2,3.5,0.345,0.2,0.19,1.0,0.406,0.372,0.3,0.5,0.548,0.3,1.1,1.4,2.0,0.4,0.1,0.7,2.9,2016-17,0.39,0.06,,0
Salah Mejri,DAL,73.0,12.4,1.2,1.9,0.642,0.0,0.333,1.2,0.649,0.646,0.5,0.8,0.59,1.3,2.9,4.2,0.2,0.4,0.8,0.5,2.9,2016-17,0.64,0.1,,0
Fred VanVleet,TOR,37.0,7.9,1.1,3.0,0.351,0.3,0.379,0.8,0.341,0.401,0.5,0.6,0.818,0.1,1.0,1.1,0.9,0.4,0.1,0.4,2.9,2016-17,0.44,0.08,,0
Jeff Withey,UTA,51.0,8.5,1.1,2.0,0.534,0.0,0.0,1.1,0.539,0.534,0.7,0.9,0.75,1.0,1.4,2.4,0.1,0.3,0.6,0.3,2.9,2016-17,0.61,0.1,,0
Axel Toupane,2TM,4.0,11.8,1.3,2.3,0.556,0.3,0.25,1.0,0.8,0.611,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.3,0.0,2.8,2016-17,0.61,0.67,,0
Nicolás Brussino,DAL,54.0,9.6,1.0,2.6,0.369,0.5,0.305,0.4,0.5,0.472,0.3,0.4,0.773,0.5,1.3,1.8,0.9,0.3,0.1,0.5,2.8,2016-17,0.5,0.07,,0
Marcus Georges-Hunt,ORL,5.0,9.6,0.4,1.4,0.286,0.2,0.5,0.2,0.2,0.357,1.8,2.0,0.9,0.2,1.6,1.8,0.6,0.2,0.0,0.4,2.8,2016-17,0.61,0.76,,0
James Jones,CLE,48.0,7.9,0.9,1.9,0.478,0.6,0.47,0.3,0.5,0.647,0.3,0.4,0.65,0.1,0.7,0.8,0.3,0.1,0.2,0.2,2.8,2016-17,0.67,0.06,,0
James Michael McAdoo,GSW,52.0,8.8,1.2,2.3,0.53,0.0,0.25,1.2,0.55,0.538,0.4,0.8,0.5,0.7,1.1,1.8,0.3,0.3,0.6,0.4,2.8,2016-17,0.53,0.07,,0
Chinanu Onuaku,HOU,5.0,10.4,1.0,1.4,0.714,0.0,,1.0,0.714,0.714,0.8,0.8,1.0,0.4,1.6,2.0,0.6,0.6,0.2,0.8,2.8,2016-17,0.8,1.0,,0
Kyle Singler,OKC,32.0,12.0,1.1,2.6,0.41,0.2,0.189,0.8,0.587,0.452,0.4,0.5,0.765,0.3,1.3,1.5,0.3,0.2,0.2,0.3,2.8,2016-17,0.5,0.1,,0
Okaro White,MIA,35.0,13.5,0.9,2.5,0.379,0.3,0.353,0.6,0.396,0.448,0.6,0.6,0.909,0.7,1.6,2.3,0.6,0.3,0.3,0.5,2.8,2016-17,0.51,0.12,,0
Ömer Aşık,NOP,31.0,15.5,1.0,2.1,0.477,0.0,,1.0,0.477,0.477,0.7,1.3,0.59,1.5,3.7,5.3,0.5,0.2,0.3,0.5,2.7,2016-17,0.51,0.22,,0
DeAndre' Bembry,ATL,38.0,9.8,1.2,2.6,0.48,0.0,0.056,1.2,0.575,0.485,0.2,0.4,0.375,0.4,1.2,1.6,0.7,0.2,0.1,0.4,2.7,2016-17,0.49,0.09,,0
Marcelo Huertas,LAL,23.0,10.3,1.1,3.0,0.368,0.2,0.211,0.9,0.429,0.397,0.4,0.7,0.529,0.1,1.0,1.0,2.3,0.4,0.1,0.8,2.7,2016-17,0.41,0.15,,0
Wesley Johnson,LAC,68.0,11.9,1.1,2.9,0.365,0.4,0.246,0.6,0.537,0.438,0.2,0.3,0.647,0.4,2.3,2.7,0.3,0.4,0.4,0.3,2.7,2016-17,0.45,0.06,,0
Tomáš Satoranský,WAS,57.0,12.6,1.1,2.6,0.415,0.2,0.243,0.9,0.473,0.446,0.4,0.6,0.697,0.4,1.0,1.5,1.6,0.5,0.1,0.7,2.7,2016-17,0.47,0.07,,0
Christian Wood,CHO,13.0,8.2,0.9,1.8,0.522,0.0,0.0,0.9,0.667,0.522,0.8,1.2,0.733,1.1,1.2,2.2,0.2,0.2,0.5,0.5,2.7,2016-17,0.58,0.31,,0
Andrew Nicholson,2TM,38.0,9.0,1.1,2.9,0.387,0.1,0.185,1.0,0.452,0.41,0.2,0.4,0.643,0.4,1.2,1.6,0.3,0.4,0.2,0.4,2.6,2016-17,0.42,0.07,,0
Bryn Forbes,SAS,36.0,7.9,1.0,2.8,0.364,0.5,0.321,0.5,0.413,0.449,0.1,0.2,0.833,0.1,0.6,0.6,0.6,0.0,0.0,0.3,2.6,2016-17,0.45,0.04,,0
